CHEBI:116509	PECO:0007063	CHEBI:116509	info(id-xref,id(CHEBI:116509)-rdf(PECO:0007063,oio:hasDbXref,CHEBI:116509),null)
CHEBI:12777	XCO:0000468	CHEBI:12777	info(id-xref,id(CHEBI:12777)-rdf(XCO:0000468,oio:hasDbXref,CHEBI:12777),null)
CHEBI:15734	XCO:0000324	CHEBI:15734	info(id-xref,id(CHEBI:15734)-rdf(XCO:0000324,oio:hasDbXref,CHEBI:15734),null)
CHEBI:15948	XCO:0000427	CHEBI:15948	info(id-xref,id(CHEBI:15948)-rdf(XCO:0000427,oio:hasDbXref,CHEBI:15948),null)
CHEBI:16236	XCO:0000325	CHEBI:16236	info(id-xref,id(CHEBI:16236)-rdf(XCO:0000325,oio:hasDbXref,CHEBI:16236),null)
CHEBI:16646	XCO:0000172	CHEBI:16646	info(id-xref,id(CHEBI:16646)-rdf(XCO:0000172,oio:hasDbXref,CHEBI:16646),null)
CHEBI:17992	XCO:0000432	CHEBI:17992	info(id-xref,id(CHEBI:17992)-rdf(XCO:0000432,oio:hasDbXref,CHEBI:17992),null)
CHEBI:17992	XCO:0000433	CHEBI:17992	info(id-xref,id(CHEBI:17992)-rdf(XCO:0000433,oio:hasDbXref,CHEBI:17992),null)
CHEBI:18154	XCO:0000173	CHEBI:18154	info(id-xref,id(CHEBI:18154)-rdf(XCO:0000173,oio:hasDbXref,CHEBI:18154),null)
CHEBI:19371	PECO:0007287	CHEBI:19371	info(id-xref,id(CHEBI:19371)-rdf(PECO:0007287,oio:hasDbXref,CHEBI:19371),null)
CHEBI:21759	XCO:0000354	CHEBI:21759	info(id-xref,id(CHEBI:21759)-rdf(XCO:0000354,oio:hasDbXref,CHEBI:21759),null)
CHEBI:21759	XCO:0000355	CHEBI:21759	info(id-xref,id(CHEBI:21759)-rdf(XCO:0000355,oio:hasDbXref,CHEBI:21759),null)
CHEBI:23995	XCO:0000345	CHEBI:23995	info(id-xref,id(CHEBI:23995)-rdf(XCO:0000345,oio:hasDbXref,CHEBI:23995),null)
CHEBI:24127	PECO:0007268	CHEBI:24127	info(id-xref,id(CHEBI:24127)-rdf(PECO:0007268,oio:hasDbXref,CHEBI:24127),null)
CHEBI:24431	XCO:0000342	CHEBI:24431	info(id-xref,id(CHEBI:24431)-rdf(XCO:0000342,oio:hasDbXref,CHEBI:24431),null)
CHEBI:24527	PECO:0007183	CHEBI:24527	info(id-xref,id(CHEBI:24527)-rdf(PECO:0007183,oio:hasDbXref,CHEBI:24527),null)
CHEBI:24852	PECO:0007632	CHEBI:24852	info(id-xref,id(CHEBI:24852)-rdf(PECO:0007632,oio:hasDbXref,CHEBI:24852),null)
CHEBI:24866	PECO:0007185	CHEBI:24866	info(id-xref,id(CHEBI:24866)-rdf(PECO:0007185,oio:hasDbXref,CHEBI:24866),null)
CHEBI:25944	PECO:0007167	CHEBI:25944	info(id-xref,id(CHEBI:25944)-rdf(PECO:0007167,oio:hasDbXref,CHEBI:25944),null)
CHEBI:26020	XCO:0000445	CHEBI:26020	info(id-xref,id(CHEBI:26020)-rdf(XCO:0000445,oio:hasDbXref,CHEBI:26020),null)
CHEBI:26710	PECO:0007048	CHEBI:26710	info(id-xref,id(CHEBI:26710)-rdf(PECO:0007048,oio:hasDbXref,CHEBI:26710),null)
CHEBI:26710	XCO:0000155	CHEBI:26710	info(id-xref,id(CHEBI:26710)-rdf(XCO:0000155,oio:hasDbXref,CHEBI:26710),null)
CHEBI:26710	XCO:0000156	CHEBI:26710	info(id-xref,id(CHEBI:26710)-rdf(XCO:0000156,oio:hasDbXref,CHEBI:26710),null)
CHEBI:26710	XCO:0000445	CHEBI:26710	info(id-xref,id(CHEBI:26710)-rdf(XCO:0000445,oio:hasDbXref,CHEBI:26710),null)
CHEBI:27899	XCO:0000398	CHEBI:27899	info(id-xref,id(CHEBI:27899)-rdf(XCO:0000398,oio:hasDbXref,CHEBI:27899),null)
CHEBI:27899	XCO:0000403	CHEBI:27899	info(id-xref,id(CHEBI:27899)-rdf(XCO:0000403,oio:hasDbXref,CHEBI:27899),null)
CHEBI:27899	XCO:0000405	CHEBI:27899	info(id-xref,id(CHEBI:27899)-rdf(XCO:0000405,oio:hasDbXref,CHEBI:27899),null)
CHEBI:28757	XCO:0000428	CHEBI:28757	info(id-xref,id(CHEBI:28757)-rdf(XCO:0000428,oio:hasDbXref,CHEBI:28757),null)
CHEBI:29101	XCO:0000253	CHEBI:29101	info(id-xref,id(CHEBI:29101)-rdf(XCO:0000253,oio:hasDbXref,CHEBI:29101),null)
CHEBI:29101	XCO:0000254	CHEBI:29101	info(id-xref,id(CHEBI:29101)-rdf(XCO:0000254,oio:hasDbXref,CHEBI:29101),null)
CHEBI:29103	XCO:0000150	CHEBI:29103	info(id-xref,id(CHEBI:29103)-rdf(XCO:0000150,oio:hasDbXref,CHEBI:29103),null)
CHEBI:29103	XCO:0000311	CHEBI:29103	info(id-xref,id(CHEBI:29103)-rdf(XCO:0000311,oio:hasDbXref,CHEBI:29103),null)
CHEBI:29108	XCO:0000184	CHEBI:29108	info(id-xref,id(CHEBI:29108)-rdf(XCO:0000184,oio:hasDbXref,CHEBI:29108),null)
CHEBI:29108	XCO:0000185	CHEBI:29108	info(id-xref,id(CHEBI:29108)-rdf(XCO:0000185,oio:hasDbXref,CHEBI:29108),null)
CHEBI:29108	XCO:0000317	CHEBI:29108	info(id-xref,id(CHEBI:29108)-rdf(XCO:0000317,oio:hasDbXref,CHEBI:29108),null)
CHEBI:30879	XCO:0000323	CHEBI:30879	info(id-xref,id(CHEBI:30879)-rdf(XCO:0000323,oio:hasDbXref,CHEBI:30879),null)
CHEBI:33216	XCO:0000397	CHEBI:33216	info(id-xref,id(CHEBI:33216)-rdf(XCO:0000397,oio:hasDbXref,CHEBI:33216),null)
CHEBI:33216	XCO:0000404	CHEBI:33216	info(id-xref,id(CHEBI:33216)-rdf(XCO:0000404,oio:hasDbXref,CHEBI:33216),null)
CHEBI:33216	XCO:0000406	CHEBI:33216	info(id-xref,id(CHEBI:33216)-rdf(XCO:0000406,oio:hasDbXref,CHEBI:33216),null)
CHEBI:33281	XCO:0000482	CHEBI:33281	info(id-xref,id(CHEBI:33281)-rdf(XCO:0000482,oio:hasDbXref,CHEBI:33281),null)
CHEBI:33282	XCO:0000483	CHEBI:33282	info(id-xref,id(CHEBI:33282)-rdf(XCO:0000483,oio:hasDbXref,CHEBI:33282),null)
CHEBI:33848	XCO:0000093	CHEBI:33848	info(id-xref,id(CHEBI:33848)-rdf(XCO:0000093,oio:hasDbXref,CHEBI:33848),null)
CHEBI:33853	XCO:0000396	CHEBI:33853	info(id-xref,id(CHEBI:33853)-rdf(XCO:0000396,oio:hasDbXref,CHEBI:33853),null)
CHEBI:35221	XCO:0000390	CHEBI:35221	info(id-xref,id(CHEBI:35221)-rdf(XCO:0000390,oio:hasDbXref,CHEBI:35221),null)
CHEBI:35341	XCO:0000091	CHEBI:35341	info(id-xref,id(CHEBI:35341)-rdf(XCO:0000091,oio:hasDbXref,CHEBI:35341),null)
CHEBI:35610	XCO:0000435	CHEBI:35610	info(id-xref,id(CHEBI:35610)-rdf(XCO:0000435,oio:hasDbXref,CHEBI:35610),null)
CHEBI:35701	XCO:0000511	CHEBI:35701	info(id-xref,id(CHEBI:35701)-rdf(XCO:0000511,oio:hasDbXref,CHEBI:35701),null)
CHEBI:35889	PECO:0007292	CHEBI:35889	info(id-xref,id(CHEBI:35889)-rdf(PECO:0007292,oio:hasDbXref,CHEBI:35889),null)
CHEBI:36141	XCO:0000422	CHEBI:36141	info(id-xref,id(CHEBI:36141)-rdf(XCO:0000422,oio:hasDbXref,CHEBI:36141),null)
CHEBI:48864	PECO:0007267	CHEBI:48864	info(id-xref,id(CHEBI:48864)-rdf(PECO:0007267,oio:hasDbXref,CHEBI:48864),null)
CHEBI:50102	XCO:0000346	CHEBI:50102	info(id-xref,id(CHEBI:50102)-rdf(XCO:0000346,oio:hasDbXref,CHEBI:50102),null)
CHEBI:50114	XCO:0000294	CHEBI:50114	info(id-xref,id(CHEBI:50114)-rdf(XCO:0000294,oio:hasDbXref,CHEBI:50114),null)
CHEBI:50905	XCO:0000512	CHEBI:50905	info(id-xref,id(CHEBI:50905)-rdf(XCO:0000512,oio:hasDbXref,CHEBI:50905),null)
CHEBI:50906	XCO:0000341	CHEBI:50906	info(id-xref,id(CHEBI:50906)-rdf(XCO:0000341,oio:hasDbXref,CHEBI:50906),null)
CHEBI:67079	XCO:0000505	CHEBI:67079	info(id-xref,id(CHEBI:67079)-rdf(XCO:0000505,oio:hasDbXref,CHEBI:67079),null)
ECTO:7000041	NCIT:C61398	radiation exposur	info(exact-exact,rdf(ECTO:7000041,oio:hasExactSynonym,radiation exposure)-rdf(NCIT:C61398,oio:hasExactSynonym,Radiation Exposure),stem)
ECTO:7000041	NCIT:C61398	radiation exposur	info(exact-label,rdf(ECTO:7000041,oio:hasExactSynonym,radiation exposure)-rdf(NCIT:C61398,rdfs:label,Radiation Exposure),stem)
ECTO:7000041	NCIT:C61398	radiation exposure	info(exact-exact,rdf(ECTO:7000041,oio:hasExactSynonym,radiation exposure)-rdf(NCIT:C61398,oio:hasExactSynonym,Radiation Exposure),downcase)
ECTO:7000041	NCIT:C61398	radiation exposure	info(exact-label,rdf(ECTO:7000041,oio:hasExactSynonym,radiation exposure)-rdf(NCIT:C61398,rdfs:label,Radiation Exposure),downcase)
ECTO:7000041	PECO:0007151	radiation exposur	info(exact-label,rdf(ECTO:7000041,oio:hasExactSynonym,radiation exposure)-rdf(PECO:0007151,rdfs:label,radiation exposure),stem)
ECTO:7000041	PECO:0007151	radiation exposure	info(exact-label,rdf(ECTO:7000041,oio:hasExactSynonym,radiation exposure)-rdf(PECO:0007151,rdfs:label,radiation exposure),downcase)
ECTO:7000041	XCO:0000038	radiation exposur	info(exact-label,rdf(ECTO:7000041,oio:hasExactSynonym,radiation exposure)-rdf(XCO:0000038,rdfs:label,radiation exposure),stem)
ECTO:7000041	XCO:0000038	radiation exposure	info(exact-label,rdf(ECTO:7000041,oio:hasExactSynonym,radiation exposure)-rdf(XCO:0000038,rdfs:label,radiation exposure),downcase)
ECTO:7000043	XCO:0000045	electromagnetic radiation exposur	info(exact-label,rdf(ECTO:7000043,oio:hasExactSynonym,electromagnetic radiation exposure)-rdf(XCO:0000045,rdfs:label,electromagnetic radiation exposure),stem)
ECTO:7000043	XCO:0000045	electromagnetic radiation exposure	info(exact-label,rdf(ECTO:7000043,oio:hasExactSynonym,electromagnetic radiation exposure)-rdf(XCO:0000045,rdfs:label,electromagnetic radiation exposure),downcase)
