BFO:0000003 ! occurrent
BFO:0000004 ! independent continuant
BFO:0000020 ! specifically dependent continuant
BFO:0000040 ! material entity
CHEBI:10319 ! 1-naphthol
CHEBI:10432 ! 2-naphthol
CHEBI:10545 ! electron
CHEBI:10589 ! m-toluic acid
CHEBI:10615 ! omega-hydroxy fatty acid
CHEBI:10642 ! scyllo-inositol
CHEBI:131565 ! steroid aldehyde
CHEBI:131619 ! C27-steroid
CHEBI:131621 ! C19-steroid
CHEBI:131770 ! EC 3.6.3.49 (channel-conductance-controlling ATPase) inhibitor
CHEBI:13248 ! anilide
CHEBI:13643 ! glycol
CHEBI:13850 ! apoprotein
CHEBI:14321 ! glutamate(1-)
CHEBI:14973 ! pyrazole
CHEBI:15035 ! retinal
CHEBI:15036 ! retinoate
CHEBI:15138 ! sulfide(2-)
CHEBI:15258 ! trichlorophenols
CHEBI:15318 ! xanthine
CHEBI:15339 ! acceptor
CHEBI:15354 ! choline
CHEBI:15356 ! cysteine
CHEBI:15367 ! all-trans-retinoic acid
CHEBI:15369 ! actinomycin
CHEBI:15428 ! glycine
CHEBI:15570 ! D-alanine
CHEBI:15693 ! aldose
CHEBI:15699 ! L-homoserine
CHEBI:15705 ! L-alpha-amino acid
CHEBI:15740 ! formate
CHEBI:15778 ! N-acyl-D-amino acid
CHEBI:15792 ! malonate(2-)
CHEBI:15816 ! D-arginine
CHEBI:15858 ! bromide
CHEBI:15903 ! beta-D-glucose
CHEBI:15904 ! long-chain fatty acid
CHEBI:15940 ! nicotinic acid
CHEBI:15966 ! D-glutamic acid
CHEBI:15986 ! polynucleotide
CHEBI:16004 ! (R)-lactate
CHEBI:16005 ! methylarsonate(2-)
CHEBI:16015 ! L-glutamic acid
CHEBI:16040 ! cytosine
CHEBI:16042 ! halide anion
CHEBI:16150 ! benzoate
CHEBI:16162 ! o-orsellinate
CHEBI:16179 ! retinyl ester
CHEBI:16183 ! methane
CHEBI:16215 ! phosphonate(2-)
CHEBI:16223 ! dimethylarsinate
CHEBI:16234 ! hydroxide
CHEBI:16235 ! guanine
CHEBI:16247 ! phospholipid
CHEBI:16277 ! haloacetic acid
CHEBI:16313 ! D-proline
CHEBI:16375 ! D-cysteine
CHEBI:16385 ! organic sulfide
CHEBI:16414 ! L-valine
CHEBI:16449 ! alanine
CHEBI:16509 ! 1,4-benzoquinone
CHEBI:16510 ! 3-hydroxypropionate
CHEBI:16541 ! protein polypeptide chain
CHEBI:16551 ! alpha,alpha-trehalose
CHEBI:16555 ! ethanethioic S-acid
CHEBI:16579 ! anisole
CHEBI:16648 ! dialkyl phosphate
CHEBI:16651 ! (S)-lactate
CHEBI:16701 ! nucleoside 5'-phosphate
CHEBI:16708 ! adenine
CHEBI:16733 ! D-alpha-amino acid
CHEBI:16765 ! tryptamine
CHEBI:16855 ! D-lysine
CHEBI:16865 ! gamma-aminobutyric acid
CHEBI:16961 ! monoacylglycerol phosphate
CHEBI:16975 ! 1-acyl-sn-glycerol 3-phosphate
CHEBI:16977 ! L-alanine
CHEBI:16998 ! D-phenylalanine
CHEBI:17053 ! L-aspartic acid
CHEBI:17061 ! D-glutamine
CHEBI:17062 ! primary aliphatic amine
CHEBI:17088 ! monoacyl-sn-glycerol 3-phosphate
CHEBI:17102 ! phosphoramide
CHEBI:17120 ! hexanoate
CHEBI:17137 ! hydrogensulfite
CHEBI:17188 ! nucleoside 5'-monophosphate
CHEBI:17203 ! L-proline
CHEBI:17217 ! 2-butenoic acid
CHEBI:17258 ! 7H-purine
CHEBI:17272 ! propionate
CHEBI:17295 ! L-phenylalanine
CHEBI:17322 ! chloric acid
CHEBI:17326 ! nucleoside triphosphate
CHEBI:17336 ! all-trans-retinol
CHEBI:17359 ! sulfite
CHEBI:17364 ! D-aspartic acid
CHEBI:17418 ! valeric acid
CHEBI:17478 ! aldehyde
CHEBI:17497 ! glycolic acid
CHEBI:17499 ! hydrogen donor
CHEBI:17544 ! hydrogencarbonate
CHEBI:17563 ! phthalate(2-)
CHEBI:17568 ! uracil
CHEBI:17593 ! maltooligosaccharide
CHEBI:17602 ! 4-aminophenol
CHEBI:17608 ! D-aldohexose
CHEBI:17620 ! ferulic acid
CHEBI:17634 ! D-glucose
CHEBI:17701 ! benzenediol
CHEBI:17716 ! lactose
CHEBI:17781 ! lumichrome
CHEBI:17865 ! 4-methyl-2-oxopentanoate
CHEBI:17879 ! 4-hydroxybenzoate
CHEBI:17891 ! donor
CHEBI:17895 ! L-tyrosine
CHEBI:17898 ! all-trans-retinal
CHEBI:17972 ! ribonucleoside triphosphate
CHEBI:17996 ! chloride
CHEBI:18044 ! dialkyl ketone
CHEBI:18049 ! piperidine
CHEBI:18085 ! glycosaminoglycan
CHEBI:18140 ! hydrogen halide
CHEBI:18172 ! fluoroacetate
CHEBI:18186 ! tyrosine
CHEBI:18237 ! glutamic acid
CHEBI:18248 ! iron atom
CHEBI:18254 ! ribonucleoside
CHEBI:18262 ! dodecanoate
CHEBI:18274 ! 2'-deoxyribonucleoside
CHEBI:18282 ! nucleobase
CHEBI:18283 ! alpha,alpha-trehalose 6-phosphate
CHEBI:18300 ! maleic acid
CHEBI:18367 ! phosphate(3-)
CHEBI:18375 ! nucleoside 3',5'-cyclic phosphate
CHEBI:18379 ! nitrile
CHEBI:18401 ! phenylacetate
CHEBI:18946 ! delta-lactone
CHEBI:190358 ! azobenzene
CHEBI:19168 ! 17-oxo steroid
CHEBI:19255 ! pyrimidine 2'-deoxyribonucleoside
CHEBI:19331 ! (2,4,5-trichlorophenoxy)acetate
CHEBI:19391 ! 2,6-dibromophenol
CHEBI:19643 ! 2-hydroxyisophthalic acid
CHEBI:19834 ! 3',5'-cyclic purine nucleotide
CHEBI:20156 ! 3-oxo Delta(1)-steroid
CHEBI:20313 ! 4-aminobenzenesulfonate
CHEBI:20432 ! imidazolone
CHEBI:20664 ! 5beta-cholane
CHEBI:20702 ! 2-aminopurines
CHEBI:20706 ! 6-aminopurines
CHEBI:20857 ! C-glycosyl compound
CHEBI:21601 ! N-acetyl-D-hexosamine
CHEBI:21638 ! N-acylglucosamine
CHEBI:21644 ! N-acyl-L-amino acid
CHEBI:21656 ! N-acyl-hexosamine
CHEBI:21731 ! N-glycosyl compound
CHEBI:22063 ! sulfoxide
CHEBI:22160 ! acetamides
CHEBI:22187 ! acetophenones
CHEBI:22221 ! acyl group
CHEBI:22256 ! adenosine phosphate
CHEBI:22260 ! adenosines
CHEBI:22278 ! alanine derivative
CHEBI:22297 ! alditol phosphate
CHEBI:22307 ! aldoxime
CHEBI:22313 ! alkaline earth metal atom
CHEBI:22314 ! alkali metal atom
CHEBI:22318 ! alkanesulfonate
CHEBI:22323 ! alkyl group
CHEBI:22324 ! alkyl phosphate
CHEBI:22327 ! aliphatic sulfide
CHEBI:22331 ! alkylamines
CHEBI:22339 ! alkyne
CHEBI:22455 ! alpha-hydroxynitrile
CHEBI:22475 ! amino acid amide
CHEBI:22478 ! amino alcohol
CHEBI:22479 ! amino cyclitol glycoside
CHEBI:22493 ! aminobenzenesulfonate
CHEBI:22495 ! aminobenzoic acid
CHEBI:22496 ! aminobiphenyl
CHEBI:22506 ! aminoglycan
CHEBI:22507 ! aminoglycoside antibiotic
CHEBI:22512 ! aminoimidazole
CHEBI:22527 ! aminopurine
CHEBI:22531 ! aminotoluene
CHEBI:22562 ! anilines
CHEBI:22563 ! anion
CHEBI:22580 ! anthraquinone
CHEBI:22601 ! arabinoside
CHEBI:22632 ! arsenic molecular entity
CHEBI:22638 ! organoarsonic acid
CHEBI:22645 ! arenecarboxamide
CHEBI:22651 ! ascorbate
CHEBI:22658 ! aspartate family amino acid
CHEBI:22660 ! aspartic acid
CHEBI:22681 ! aziridines
CHEBI:22682 ! azobenzenes
CHEBI:22693 ! barbiturates
CHEBI:22695 ! base
CHEBI:22702 ! benzamides
CHEBI:22707 ! benzenetriol
CHEBI:22712 ! benzenes
CHEBI:22713 ! arenesulfonate oxoanion
CHEBI:22715 ! benzimidazoles
CHEBI:22718 ! benzoates
CHEBI:22720 ! benzodiazepine
CHEBI:22726 ! benzophenones
CHEBI:22727 ! benzopyran
CHEBI:22728 ! benzopyrrole
CHEBI:22729 ! benzoquinones
CHEBI:22744 ! benzyl group
CHEBI:22798 ! beta-D-glucoside
CHEBI:22901 ! bisphenol
CHEBI:22912 ! bornane monoterpenoid
CHEBI:22916 ! boron molecular entity
CHEBI:22918 ! branched-chain amino acid
